,job,company,ssn,residence,current_location,blood_group,website,username,name,sex,address,mail,birthdate
185,"Physicist, medical",Garza y Lovato S.C.,40938203714,"Eje vial Iraq 273 299
San Héctor los altos, NL 68163","(Decimal('-40.092971'), Decimal('33.038067'))",O-,['https://montemayor-casas.biz/'],deborarosario,Camilo Garica Bravo,M,"Prolongación Jalisco 070 Edif. 406 , Depto. 751
San Liliana los bajos, HGO 17546-8681",karlapizarro@gmail.com,1971-05-17
186,Special effects artist,de la Torre-Bravo,05396994690,"Calzada Ucrania 043 Edif. 102 , Depto. 851
Nueva Rwanda, GTO 80779","(Decimal('-71.7771615'), Decimal('-152.944805'))",O-,"['http://www.proyectos.biz/', 'https://www.proyectos.com/', 'http://amador.biz/', 'http://www.montes-arteaga.com/']",coronadojuan-carlos,Lic. Jorge Luis Vargas,F,"Calle Yucatán 506 Edif. 817 , Depto. 042
San Lilia los bajos, GRO 98454-7039",godinezana@hotmail.com,1975-12-25
187,Ergonomist,Zedillo S. R.L. de C.V.,44053981666,"Calle El Salvador 206 Edif. 926 , Depto. 931
Nueva Venezuela, SIN 87664","(Decimal('45.2862095'), Decimal('45.816369'))",AB+,['https://www.enriquez.biz/'],guzmanclaudia,Elvira Villaseñor Miranda,M,"Callejón Guinea Ecuatorial 389 Edif. 124 , Depto. 763
Vieja Suecia, BC 68097",silviacotto@gmail.com,2021-02-20
188,Technical brewer,Aragón A.C.,72199893016,"Circuito Eritrea 775 773
Vieja Ecuador, ZAC 12120","(Decimal('-41.446701'), Decimal('173.032335'))",O-,"['https://www.grupo.org/', 'http://www.arevalo.net/', 'http://suarez.biz/', 'https://www.despacho.org/']",diegochavez,Cristian Humberto Cedillo Aguilar,M,"Diagonal Kirguistán 290 265
Nueva República de Moldova, JAL 80508-1763",jose-luisrosario@gmail.com,1968-09-08
189,Landscape architect,"Grupo Manzanares, Botello y Patiño",08870602961,"Avenida Norte Aranda 058 Interior 201
Nueva Cuba, NL 84427-7785","(Decimal('-58.453034'), Decimal('102.335585'))",AB-,"['http://www.laboratorios.net/', 'https://www.corporacin.org/', 'https://www.corporacin.com/', 'https://www.castaneda.com/']",qsaavedra,Arcelia Ruby Carrera,F,"Peatonal Corral 859 Edif. 526 , Depto. 679
Nueva Sudán del Sur, TAB 00875-2641",elias93@hotmail.com,1949-12-12
190,Bookseller,Corporacin Sotelo-Ruiz,83745941084,"Avenida Alvarado 849 193
Vieja Mónaco, MEX 20404","(Decimal('-17.032681'), Decimal('40.333997'))",A+,"['http://estevez-duarte.net/', 'http://industrias.info/']",josefinaconcepcion,Camilo Valenzuela Galarza,M,"Diagonal Coahuila de Zaragoza 355 Edif. 574 , Depto. 989
Nueva Kuwait, YUC 16645-5853",carranzacamila@yahoo.com,1909-09-11
191,Broadcast presenter,Zelaya-Monroy,97437034735,"Circuito Norte Alcántar 144 Edif. 428 , Depto. 830
San Margarita de la Montaña, COL 58639-1199","(Decimal('46.674288'), Decimal('172.000763'))",A+,"['http://www.corporacin.com/', 'http://guerrero-rojas.net/', 'http://www.club.info/']",caridadguerra,Ramón Zapata Salas,F,"Peatonal Qatar 682 Edif. 727 , Depto. 122
Vieja Botswana, SLP 76051",gabriel99@yahoo.com,1956-03-28
192,"Teacher, secondary school",Estrada-Pedraza,76603133331,"Callejón Sur Ceja 918 Edif. 696 , Depto. 265
Nueva Sudán, TAMPS 04697","(Decimal('78.158035'), Decimal('12.653807'))",O+,"['http://www.laboratorios.biz/', 'http://trujillo.biz/', 'https://www.perez.org/', 'https://www.ramos.biz/']",fbaca,Gregorio Pedraza,M,"Avenida Tuvalu 907 047
San Martín de la Montaña, TAB 75355",fzamora@yahoo.com,1923-08-02
193,Conference centre manager,"Proyectos Cruz, Limón y Sauceda",49834384882,"Privada Montenegro 989 Interior 036
Vieja Arabia Saudita, NL 77528-3645","(Decimal('47.411292'), Decimal('157.802274'))",A-,"['https://www.enriquez-valdez.org/', 'http://nevarez.com/']",lmontero,Clemente Rosalia Benavídez Ramón,M,"Calle Sinaloa 142 Interior 929
Vieja Congo, AGS 85232",noriegavictor@yahoo.com,1982-07-17
194,Technical sales engineer,Grupo Girón-Quiroz,40325273338,"Retorno Irlanda 859 Interior 705
Vieja Togo, JAL 70157","(Decimal('51.917272'), Decimal('-97.785057'))",A-,"['https://grupo.com/', 'https://www.corporacin.com/', 'http://www.rico-carmona.com/', 'http://espino.org/']",jeronimotamez,Liliana Posada Navarrete,M,"Peatonal Coahuila de Zaragoza 628 652
San Miguel Ángel los altos, ZAC 46905",squinones@hotmail.com,1955-03-09
195,"Investment banker, operational",Santana-Mora,05472835007,"Peatonal Nuevo León 176 815
San Lorenzo los bajos, CAMP 10311","(Decimal('-85.0134815'), Decimal('-72.486571'))",O-,"['http://www.laboratorios.info/', 'https://cuellar-sevilla.info/', 'http://www.mares.info/']",aida14,Gloria Carrillo Valles,M,"Prolongación Malave 726 912
San José Eduardo los bajos, NAY 30415",cparra@hotmail.com,1914-05-25
196,"Psychotherapist, child","Industrias Aguirre, Salas y Ozuna",44838350096,"Andador Norte Bravo 065 Interior 526
Nueva Líbano, MICH 07266","(Decimal('51.3652355'), Decimal('97.946106'))",O-,"['http://www.navarro.com/', 'https://www.laboratorios.net/', 'http://www.nino-rascon.info/', 'http://despacho.com/']",albamartin,Sr(a). Gregorio Peres,M,"Eje vial Guyana 376 060
San Abel de la Montaña, MOR 18964-9037",holguincristal@yahoo.com,1930-10-20
197,"Journalist, magazine",Suárez e Hijos,77624074629,"Pasaje Rwanda 592 Edif. 434 , Depto. 724
San Héctor los bajos, MEX 54699-9167","(Decimal('-13.357212'), Decimal('136.916892'))",AB-,"['http://carvajal.com/', 'http://www.jaime-abrego.com/', 'http://www.dominguez-esquibel.com/']",dalia24,Catalina Cristian Medina,F,"Retorno Gracia 023 Interior 908
Nueva Malawi, HGO 83181",gustavo26@yahoo.com,1976-06-23
198,Minerals surveyor,Club Gurule-Granado,99487008015,"Boulevard Norte Cano 078 Interior 609
San Berta los bajos, DGO 92510-0583","(Decimal('24.151854'), Decimal('79.044357'))",A+,"['https://www.carranza.biz/', 'http://colon-guzman.com/', 'https://betancourt-aparicio.com/', 'https://www.laboratorios.com/']",caraballolinda,Alta  Gracia Aranda Reséndez,F,"Calle Campeche 944 024
San Emiliano los altos, ZAC 95334-5169",msalinas@gmail.com,1929-08-26
199,Clinical cytogeneticist,Meraz-Castro,80001091380,"Andador Arteaga 772 Edif. 050 , Depto. 167
San Rodolfo los altos, JAL 83492-6130","(Decimal('51.6392995'), Decimal('-100.286709'))",A-,['http://laboratorios.info/'],andres83,Abel Báez,F,"Peatonal Oaxaca 594 499
Nueva Zambia, DGO 15497-7006",falejandro@gmail.com,1990-05-03
200,Human resources officer,Grupo Jiménez-Olivárez,19641184288,"Andador Mata 518 377
San Citlali de la Montaña, OAX 66509-3561","(Decimal('86.304760'), Decimal('6.599851'))",O+,"['http://laboratorios.com/', 'http://tejada.com/']",silviapulido,Julio César Tomás Valdivia Caldera,M,"Calle Nueva Zelandia 881 Edif. 784 , Depto. 079
Nueva Túnez, BC 00867-6953",olga26@hotmail.com,2011-07-29
201,Physiological scientist,Pedraza-Bustos,59715686727,"Diagonal Quintana Roo 803 Interior 948
Nueva Bahamas, TLAX 39903-6355","(Decimal('-80.549450'), Decimal('149.785975'))",O+,"['https://www.villalpando.info/', 'http://www.barreto-robles.com/', 'http://www.esquibel-mondragon.com/', 'http://www.laboratorios.com/']",cvelasco,Raquel Villanueva,M,"Viaducto Sur Carrero 034 Interior 796
Vieja Dominicana, SON 45104",esmeraldaguajardo@hotmail.com,1944-08-10
202,Video editor,"Corporacin Ordóñez, Cabrera y Sanabria",66241118232,"Andador Sur Alonso 798 Interior 668
Vieja Saint Kitts y Nevis, TAB 07824","(Decimal('84.9829225'), Decimal('135.837941'))",O-,"['http://laboratorios.info/', 'http://zepeda.com/', 'http://proyectos.com/', 'https://industrias.com/']",gabriela38,Margarita Pedro Fonseca Otero,F,"Avenida Sur Meza 481 Edif. 834 , Depto. 922
San Jaqueline los altos, JAL 24487",coronalinda@yahoo.com,1978-12-02
203,Systems developer,Mireles-Zelaya S. R.L. de C.V.,69375109746,"Continuación Rivera 574 557
San Antonio de la Montaña, OAX 16181","(Decimal('85.2845565'), Decimal('-57.654345'))",AB-,"['https://fernandez-alonso.com/', 'https://www.salas-cortes.biz/']",bmedrano,Camilo Mercado Rubio,M,"Calzada Norte Negrón 810 Edif. 855 , Depto. 899
San Ricardo los bajos, NL 14766-2706",fllamas@gmail.com,1911-01-05
204,"Engineer, civil (contracting)",Proyectos Robles-Amaya,93592161165,"Boulevard Norte Partida 364 465
Nueva República Democrática del Congo, NAY 54577","(Decimal('-16.8384885'), Decimal('-138.961007'))",A+,['https://www.briseno-acuna.org/'],hirizarry,Laura Israel Velasco Toro,F,"Boulevard Norte Escamilla 986 581
San Esperanza de la Montaña, YUC 69356",marianaroybal@yahoo.com,1949-07-24
205,Community development worker,Despacho Carreón-Aguirre,52886975227,"Prolongación Hidalgo 894 Interior 352
San Verónica de la Montaña, DGO 12568","(Decimal('79.8636155'), Decimal('-156.487759'))",B-,"['http://palacios-cisneros.biz/', 'http://www.verdugo-botello.com/', 'http://club.com/']",vespino,Mtro. Sofía Zamora,M,"Retorno Villareal 439 Interior 358
San Josefina de la Montaña, SIN 79791",soniaescobedo@hotmail.com,1951-05-05
206,Pathologist,Proyectos Cervántez y Zamora,71607865665,"Periférico Sur Córdova 342 Interior 464
San Raúl de la Montaña, SLP 39662","(Decimal('65.470380'), Decimal('79.103426'))",A-,"['http://www.quintanilla-montano.com/', 'http://bravo.com/']",sbueno,Elvia Barreto Salas,M,"Diagonal Turquía 761 Interior 986
San Martha los altos, GRO 88161",mlimon@yahoo.com,2020-09-03
207,Hospital doctor,Castro y Chávez S.A. de C.V.,76251697132,"Calle Norte Correa 133 448
Nueva Nigeria, SIN 19323-0340","(Decimal('39.6606195'), Decimal('-175.596322'))",AB-,"['https://www.batista-curiel.com/', 'http://www.castillo.com/']",marroquinrosario,Luis Eloy Miranda Muñoz,M,"Circunvalación Flórez 555 852
San Paulina los bajos, ZAC 68518",alta-gracia64@yahoo.com,1986-04-17
208,English as a foreign language teacher,Mercado-Vanegas,65709745189,"Corredor Carrasco 558 Edif. 505 , Depto. 072
San Humberto los bajos, COAH 94619","(Decimal('-5.4380755'), Decimal('124.344401'))",O-,['http://www.palomino-sauceda.biz/'],gonzalopadilla,Aurora Rubén de Jesús,F,"Diagonal Michoacán de Ocampo 301 Edif. 366 , Depto. 111
San Hugo de la Montaña, TAMPS 61611",nelly01@gmail.com,1924-04-23
209,"Engineer, civil (contracting)",Riojas A.C.,71582087137,"Avenida Sur Lozada 495 Interior 336
San Abelardo los altos, SON 47250","(Decimal('-29.159955'), Decimal('-90.572898'))",A-,['http://aviles-zaragoza.com/'],elias35,Dr. Eric Palomino,M,"Peatonal Etiopía 179 Interior 087
Vieja Hungría, QRO 97396-6244",langulo@yahoo.com,1931-09-19
210,Freight forwarder,Solorio y Ordóñez S. R.L. de C.V.,18740952199,"Cerrada Etiopía 009 Interior 886
San Josefina los bajos, GRO 64803","(Decimal('21.182532'), Decimal('-7.184265'))",AB-,"['http://grupo.info/', 'https://www.abreu.org/']",epina,Mónica Dolores Vázquez Becerra,M,"Viaducto Lira 684 Interior 508
Nueva Bolivia, Q. ROO 82920-5053",olivotomas@hotmail.com,1924-03-30
211,Chartered accountant,Grupo Cordero-Borrego,35473254122,"Privada Hidalgo 356 Interior 862
San Abigail los altos, NL 61925","(Decimal('-49.955381'), Decimal('-64.221944'))",A-,"['http://despacho.biz/', 'https://laboratorios.net/', 'http://www.caldera.com/', 'https://www.medina.org/']",olivojorge,Juana Eugenio Medina Rodríquez,F,"Callejón Islandia 168 264
Nueva Venezuela, DGO 31867",ortizadan@hotmail.com,1930-05-05
212,Contractor,"Laboratorios del Valle, Badillo y Ordóñez",02976735718,"Prolongación Uruguay 596 Interior 340
Nueva Niger, JAL 10778","(Decimal('-71.143747'), Decimal('176.124991'))",AB-,['https://www.rosario.info/'],brionesrocio,Lic. René Córdova,M,"Calzada Chiapas 092 407
Nueva Vanuatu, QRO 32992-5571",julia96@hotmail.com,2004-06-13
213,Diagnostic radiographer,Industrias Escobedo-Santana,55049953023,"Andador Albania 853 Interior 856
Nueva Nigeria, VER 70052","(Decimal('60.0686065'), Decimal('122.001970'))",A+,"['https://laboratorios.com/', 'http://arreola.com/']",davidporras,Esperanza Zacarías Anguiano,M,"Periférico Gaitán 980 500
Vieja Saint Kitts y Nevis, Q. ROO 59682",lilia27@hotmail.com,2015-02-19
214,Electrical engineer,Laboratorios Abreu y de la Fuente,32661128077,"Eje vial Delgadillo 165 Edif. 529 , Depto. 604
Vieja Zimbabwe, SIN 56528-9562","(Decimal('12.7115165'), Decimal('-0.044092'))",AB+,"['https://www.grupo.com/', 'http://www.club.com/', 'http://juarez-rivera.org/']",gloriabrito,Dolores José Luis Guajardo,F,"Privada Norte Cisneros 215 Edif. 756 , Depto. 340
San Arcelia los altos, QRO 66990",francisco47@yahoo.com,1911-10-11
215,Records manager,"Grupo Villanueva, Ordóñez y Rincón",78784798650,"Privada Campeche 499 794
Nueva Noruega, JAL 06272","(Decimal('-25.519079'), Decimal('-120.842109'))",O-,"['http://mata-del.info/', 'http://www.lozada.com/']",rodrigo37,Luisa Cynthia Pedroza Villareal,F,"Calzada Norte Jimínez 896 198
Nueva China, TLAX 94736-4025",saavedramaria-del-carmen@hotmail.com,1996-08-30
216,Ceramics designer,"Serna, Molina y Razo",73271641414,"Continuación Garay 547 254
Nueva Países Bajos, ZAC 55316-0778","(Decimal('75.2537555'), Decimal('133.193395'))",A+,"['http://club.com/', 'https://club.net/', 'https://salcido-heredia.com/', 'https://laureano.net/']",francolinda,Alma Silvia Covarrubias Córdova,M,"Circuito Nayarit 857 Edif. 477 , Depto. 196
Nueva Alemania, TAMPS 80234-1396",vegagabriela@hotmail.com,1996-08-16
217,Contracting civil engineer,Torres-Borrego e Hijos,72333979671,"Prolongación Norte Carrero 638 Interior 937
Nueva China, BC 29875","(Decimal('85.8399375'), Decimal('147.468825'))",B+,['http://vergara.org/'],camilarangel,Camila Galindo Ornelas,M,"Boulevard Sur Sierra 692 490
Nueva Seychelles, ZAC 06829-9357",burbina@gmail.com,1978-07-09
218,"Research officer, government",Corporacin Alvarado-Adame,52746750299,"Retorno Morelos 265 Interior 045
San Bernardo los bajos, NAY 54938-1326","(Decimal('55.756564'), Decimal('-83.248968'))",B+,"['https://www.laboratorios.com/', 'http://www.hurtado-ocampo.biz/']",indirasolis,Ing. Genaro Ávila,M,"Pasaje Batista 555 Edif. 719 , Depto. 057
Vieja Belice, YUC 71185-8243",luisacordova@hotmail.com,2007-07-03
219,Broadcast journalist,Industrias Correa-Segovia,22156779484,"Corredor Tabasco 056 Interior 677
Vieja Rwanda, NAY 29197","(Decimal('-19.945630'), Decimal('97.821182'))",AB+,['http://despacho.biz/'],guadalupesaavedra,Rosalia Andrés Sotelo Valenzuela,F,"Calle Norte Patiño 785 Edif. 489 , Depto. 844
Nueva Polonia, GTO 64794",yacuna@yahoo.com,1925-12-12
220,Clinical molecular geneticist,Ávila S.A.,20062515901,"Eje vial Nuevo León 666 Edif. 525 , Depto. 471
San Bianca los bajos, PUE 24348-2062","(Decimal('-69.2806535'), Decimal('90.522961'))",B-,"['http://www.grupo.net/', 'https://www.industrias.com/']",csanches,Julio Vallejo,F,"Circuito Durango 829 Edif. 290 , Depto. 315
Vieja Islandia, SON 96907",barbarajuarez@hotmail.com,1941-03-01
221,Contracting civil engineer,"Proyectos Ojeda, Arriaga y Rendón",20789899182,"Andador Portugal 657 Edif. 386 , Depto. 374
Nueva Islandia, GTO 95329-8923","(Decimal('82.8385475'), Decimal('85.461752'))",B+,['http://urrutia-alva.net/'],xojeda,Óliver Octavio Tejada Alejandro,M,"Privada República Dominicana 518 Edif. 188 , Depto. 411
Nueva Reino Unido de Gran Bretaña e Irlanda del Norte, PUE 91103-7817",daniel54@hotmail.com,1956-04-16
222,Occupational psychologist,Cortez y Barrientos A.C.,85499111335,"Eje vial Etiopía 907 Interior 203
San Ramón los bajos, HGO 03947","(Decimal('-48.722494'), Decimal('0.102288'))",B-,"['https://industrias.com/', 'http://club.biz/']",alta-graciacarranza,Delia Francisco Gurule,M,"Andador Norte Benítez 802 406
San María Teresa de la Montaña, SON 22379-0651",ecollado@gmail.com,1913-03-25
223,Learning disability nurse,Cuellar-Mayorga S.A. de C.V.,21648308803,"Continuación Norte Zambrano 863 893
San Cristian los altos, SIN 60058","(Decimal('34.128281'), Decimal('77.463512'))",B-,"['https://www.reyes-escalante.com/', 'https://www.laboratorios.com/']",guillermo56,Emiliano María Alonzo Medrano,M,"Prolongación Salcido 069 Edif. 536 , Depto. 024
San Alonso de la Montaña, TLAX 33536-5491",aurora39@yahoo.com,1936-03-09
224,Biomedical scientist,Despacho Carrera-Rivero,22292108507,"Callejón Turquía 016 627
San Héctor de la Montaña, MEX 36732-8821","(Decimal('-61.1653215'), Decimal('101.047210'))",O-,['https://vergara.com/'],fvaca,Juana Leonardo Ceballos,F,"Corredor Tlaxcala 922 583
Nueva Bahamas, GTO 45937",franciscomenendez@gmail.com,2017-02-06
225,Horticultural consultant,Varela S. R.L. de C.V.,73877110665,"Callejón Norte Treviño 974 Interior 835
San Salvador los bajos, COAH 47449-5472","(Decimal('77.739966'), Decimal('7.470233'))",B-,"['http://proyectos.com/', 'http://corporacin.net/']",duenasleonor,Nadia Alma Puga,F,"Prolongación Norte Hurtado 826 Interior 051
San Jerónimo de la Montaña, SON 58688-6525",pamela54@gmail.com,1924-04-04
226,Forensic scientist,Orosco y Bonilla S.A. de C.V.,67045637567,"Pasaje Galván 110 845
Nueva Myanmar, QRO 78122-4952","(Decimal('-41.7411615'), Decimal('156.199824'))",AB+,"['http://despacho.com/', 'http://www.segovia.org/', 'https://www.laboratorios.biz/']",josefina57,Irma Díaz,M,"Boulevard Dominicana 656 668
San Uriel de la Montaña, ZAC 23956-4892",patriciocarrillo@hotmail.com,1957-01-30
227,Data scientist,Club Tórrez-Montañez,99188336897,"Periférico Norte Tamayo 547 Edif. 228 , Depto. 751
Vieja Papua Nueva Guinea, BCS 80195-9336","(Decimal('-4.0000535'), Decimal('-38.737299'))",O-,['http://www.camarillo.biz/'],esperanza05,Mitzy Ofelia de León,F,"Avenida Jamaica 605 Edif. 780 , Depto. 392
San Ana Luisa de la Montaña, PUE 91571-2415",helenaramon@hotmail.com,1946-11-07
228,Neurosurgeon,Despacho Arredondo-Correa,91909496100,"Continuación Norte Benavídez 849 Edif. 234 , Depto. 871
Vieja Sudáfrica, BC 68935","(Decimal('37.2928155'), Decimal('-97.160291'))",B-,['https://cruz.net/'],ivalladares,Lic. Germán Galarza,F,"Callejón Sur Guillen 309 Interior 018
Nueva Uzbekistán, BCS 37936-5182",hermelinda59@gmail.com,1966-09-24
229,Warehouse manager,"Corporacin Varela, de la Garza y Roque",23997897022,"Prolongación Argelia 564 Edif. 572 , Depto. 078
Nueva Hungría, TAB 06404-5246","(Decimal('20.881292'), Decimal('-77.818228'))",AB-,['https://www.carrero-merino.com/'],alinares,Socorro Indira Aparicio,F,"Periférico Cabo Verde 016 635
Nueva Francia, TLAX 65334",ines93@gmail.com,1942-08-25
230,"Research officer, political party","Club Mascareñas, Matos y Bueno",08435795532,"Retorno Norte Fonseca 600 Edif. 409 , Depto. 200
San Javier de la Montaña, NAY 03526-8433","(Decimal('-21.344308'), Decimal('67.383213'))",AB+,"['http://club.com/', 'https://grupo.com/', 'https://ortega-vergara.org/']",qporras,Alta  Gracia Gabino Castillo Samaniego,F,"Boulevard Bahrein 724 358
San Bruno los bajos, COL 99574-3029",adalberto87@hotmail.com,2005-10-01
231,Risk manager,"Matías, Pelayo y Montenegro",86880584916,"Privada Chihuahua 175 149
San Norma los altos, NL 68031-6198","(Decimal('27.3175395'), Decimal('-125.218672'))",A-,"['http://www.ramon-meraz.org/', 'http://club.com/', 'https://www.caldera.net/', 'http://industrias.biz/']",raul00,Octavio Laura Ramón Mercado,M,"Boulevard Coahuila de Zaragoza 339 Edif. 284 , Depto. 102
San Margarita los bajos, BC 92670-7643",hbalderas@yahoo.com,2002-07-22
232,"Editor, commissioning","Llamas, Carbajal y Bustamante",67376431333,"Ampliación Irán 104 671
Vieja Liechtenstein, AGS 06389-4352","(Decimal('52.4412115'), Decimal('-145.609589'))",B+,"['https://www.laboratorios.info/', 'http://www.ponce-mondragon.com/', 'http://www.de.com/', 'http://www.griego-ornelas.com/']",timoteoesquibel,Juana León,F,"Calzada Alba 681 683
San Ramiro los bajos, GTO 05143",xacosta@yahoo.com,1919-01-16
233,General practice doctor,Cepeda-Covarrubias,48240576412,"Prolongación Alemania 943 Interior 433
Nueva Bolivia, PUE 60227","(Decimal('-70.611212'), Decimal('-85.146824'))",A-,"['https://www.industrias.com/', 'http://www.industrias.org/']",riossara,José Bustos Chapa,M,"Diagonal Norte Pulido 853 Edif. 179 , Depto. 478
Vieja Mongolia, CHIH 01173-1308",ruizluisa@hotmail.com,1914-09-14
